industry,count,link
E-Health,0,https://startuplist.africa/industry/e-health
Embedded Systems,2,https://startuplist.africa/industry/embedded-systems
E-Ticketing,1,https://startuplist.africa/industry/e-ticketing
Enterprise Applications,1,https://startuplist.africa/industry/enterprise-applications
Enterprise,1,https://startuplist.africa/industry/enterprise
EdFinTech,1,https://startuplist.africa/industry/edfintech
EBooks,3,https://startuplist.africa/industry/ebooks
Ethereum,1,https://startuplist.africa/industry/ethereum
Environment Services,1,https://startuplist.africa/industry/environment-services
Equipment Loaning,1,https://startuplist.africa/industry/equipment-loaning
E-Payment,1,https://startuplist.africa/industry/e-payment
E-Commerce,0,https://startuplist.africa/industry/e-commerce
E-learning,0,https://startuplist.africa/industry/e-learning
E-Mobility,2,https://startuplist.africa/industry/e-mobility
E-Signature,1,https://startuplist.africa/industry/e-signature
ECommerce,0,https://startuplist.africa/industry/ecommerce
Emergency Services,3,https://startuplist.africa/industry/emergency-services
Energy Efficiency,1,https://startuplist.africa/industry/energy-efficiency
E-Logistics,1,https://startuplist.africa/industry/e-logistics
Entreprise,0,https://startuplist.africa/industry/entreprise
Exporting,3,https://startuplist.africa/industry/exporting
ERP Software,1,https://startuplist.africa/industry/erp-software
ERP Selection,1,https://startuplist.africa/industry/erp-selection
ERP Implementation,1,https://startuplist.africa/industry/erp-implementation
EBooks,0,https://startuplist.africa/industry/ebooks
EBook Store,1,https://startuplist.africa/industry/ebook-store
Electronic Design Automation (EDA),2,https://startuplist.africa/industry/electronic-design-automation-eda
Environment,7,https://startuplist.africa/industry/environment
Editing,1,https://startuplist.africa/industry/editing
Event Planning,0,https://startuplist.africa/industry/event-planning
Empowerment,1,https://startuplist.africa/industry/empowerment
EBanking,5,https://startuplist.africa/industry/ebanking
ELicense,1,https://startuplist.africa/industry/elicense
Electrical Tools,1,https://startuplist.africa/industry/electrical-tools
Equipment,2,https://startuplist.africa/industry/equipment
Exportation,1,https://startuplist.africa/industry/exportation
Eye Care,1,https://startuplist.africa/industry/eye-care
EBikes,1,https://startuplist.africa/industry/ebikes
EGaming,2,https://startuplist.africa/industry/egaming
EPayments,3,https://startuplist.africa/industry/epayments
Encryption,1,https://startuplist.africa/industry/encryption
EPurchasing System,1,https://startuplist.africa/industry/epurchasing-system
ELaundry,1,https://startuplist.africa/industry/elaundry
Electrical & Electronic Manufacturing,3,https://startuplist.africa/industry/electrical-electronic-manufacturing
Electricals,2,https://startuplist.africa/industry/electricals
Education App,1,https://startuplist.africa/industry/education-app
ECG,1,https://startuplist.africa/industry/ecg
Electronic Banking,1,https://startuplist.africa/industry/electronic-banking
EGovernment,1,https://startuplist.africa/industry/egovernment
ESignature,1,https://startuplist.africa/industry/esignature
Expense Management,1,https://startuplist.africa/industry/expense-management
Enterprises,0,https://startuplist.africa/industry/enterprises
Energy Access,3,https://startuplist.africa/industry/energy-access
EHospital,1,https://startuplist.africa/industry/ehospital
EV,4,https://startuplist.africa/industry/ev
Energy Systems,1,https://startuplist.africa/industry/energy-systems
Eyecare,1,https://startuplist.africa/industry/eyecare
Financial Exchanges,4,https://startuplist.africa/industry/financial-exchanges
Fleet Management,11,https://startuplist.africa/industry/fleet-management
Financial Software,1,https://startuplist.africa/industry/financial-software
Financial Inclusion,25,https://startuplist.africa/industry/financial-inclusion
Food and Delivery,1,https://startuplist.africa/industry/food-and-delivery
Future of Work,1,https://startuplist.africa/industry/future-of-work
Film Production,1,https://startuplist.africa/industry/film-production
Fulfillment,1,https://startuplist.africa/industry/fulfillment
Fiber Optic Solutions,1,https://startuplist.africa/industry/fiber-optic-solutions
Financial Literacy,1,https://startuplist.africa/industry/financial-literacy
Fabrication,1,https://startuplist.africa/industry/fabrication
Financial Service,2,https://startuplist.africa/industry/financial-service
Food,2,https://startuplist.africa/industry/food
Forestry,3,https://startuplist.africa/industry/forestry
Financial Managment,1,https://startuplist.africa/industry/financial-managment
Financial Services,681,https://startuplist.africa/industry/financial-services
FinTech,619,https://startuplist.africa/industry/fintech
Funeral Services,1,https://startuplist.africa/industry/funeral-services
Funding,3,https://startuplist.africa/industry/funding
FemTech,0,https://startuplist.africa/industry/femtech
Food and Beverage,71,https://startuplist.africa/industry/food-and-beverage
Food Processing,23,https://startuplist.africa/industry/food-processing
Facilities Support Services,1,https://startuplist.africa/industry/facilities-support-services
Food Production,10,https://startuplist.africa/industry/food-production
Furniture,9,https://startuplist.africa/industry/furniture
Financial Enablement,1,https://startuplist.africa/industry/financial-enablement
Financial services,0,https://startuplist.africa/industry/financial-services
Fitness and Wellness,3,https://startuplist.africa/industry/fitness-and-wellness
Freight Management,2,https://startuplist.africa/industry/freight-management
Food and Beverage Services,6,https://startuplist.africa/industry/food-and-beverage-services
Finance,46,https://startuplist.africa/industry/finance
Food processing,0,https://startuplist.africa/industry/food-processing
Financial Markets,1,https://startuplist.africa/industry/financial-markets
Fintech,0,https://startuplist.africa/industry/fintech
Farmers Market,2,https://startuplist.africa/industry/farmers-market
Farming,50,https://startuplist.africa/industry/farming
Food Delivery,41,https://startuplist.africa/industry/food-delivery
FoodTech,21,https://startuplist.africa/industry/foodtech
Freight Service,7,https://startuplist.africa/industry/freight-service
Fashion,47,https://startuplist.africa/industry/fashion
Fish Farming,2,https://startuplist.africa/industry/fish-farming
Foods and Beverages,2,https://startuplist.africa/industry/foods-and-beverages
Fast-Moving Consumer Goods,1,https://startuplist.africa/industry/fast-moving-consumer-goods
FMCG,10,https://startuplist.africa/industry/fmcg
Fundraising,3,https://startuplist.africa/industry/fundraising
Facility Managment,1,https://startuplist.africa/industry/facility-managment
Fitness,10,https://startuplist.africa/industry/fitness
Foods & Beverages,1,https://startuplist.africa/industry/foods-beverages
Freight Services,3,https://startuplist.africa/industry/freight-services
Food and Beverages,16,https://startuplist.africa/industry/food-and-beverages
F&B,1,https://startuplist.africa/industry/fb
Food And Beverages,0,https://startuplist.africa/industry/food-and-beverages
Food Supply,1,https://startuplist.africa/industry/food-supply
Freelance,2,https://startuplist.africa/industry/freelance
Freelancing,3,https://startuplist.africa/industry/freelancing
Financial Education,4,https://startuplist.africa/industry/financial-education
Funding Platform,1,https://startuplist.africa/industry/funding-platform
Financial Consulting,1,https://startuplist.africa/industry/financial-consulting
Fruits,1,https://startuplist.africa/industry/fruits
Financial Institutions,1,https://startuplist.africa/industry/financial-institutions
Freight Delivery,1,https://startuplist.africa/industry/freight-delivery
Foreign Exchange,2,https://startuplist.africa/industry/foreign-exchange
Freight Forwarding,1,https://startuplist.africa/industry/freight-forwarding
Finance Management,1,https://startuplist.africa/industry/finance-management
Freight Fowarding,1,https://startuplist.africa/industry/freight-fowarding
Financial Advisory,2,https://startuplist.africa/industry/financial-advisory
Farmers,2,https://startuplist.africa/industry/farmers
Financial inclusion,0,https://startuplist.africa/industry/financial-inclusion
FX,1,https://startuplist.africa/industry/fx
Freezer,1,https://startuplist.africa/industry/freezer
Freight and Package Transportation,1,https://startuplist.africa/industry/freight-and-package-transportation
Financing,5,https://startuplist.africa/industry/financing
Fraud,1,https://startuplist.africa/industry/fraud
Games,1,https://startuplist.africa/industry/games
Gifts,1,https://startuplist.africa/industry/gifts
Gamified Solutions,1,https://startuplist.africa/industry/gamified-solutions
Genetics,3,https://startuplist.africa/industry/genetics
Gardening,1,https://startuplist.africa/industry/gardening
Gaming,33,https://startuplist.africa/industry/gaming
Gamification,7,https://startuplist.africa/industry/gamification
Gambling,3,https://startuplist.africa/industry/gambling
Government,1,https://startuplist.africa/industry/government
Grocery,10,https://startuplist.africa/industry/grocery
Gift Card,1,https://startuplist.africa/industry/gift-card
Gambling & Casinos,3,https://startuplist.africa/industry/gambling-casinos
Groceries,1,https://startuplist.africa/industry/groceries
Genomics,1,https://startuplist.africa/industry/genomics
Gifting,1,https://startuplist.africa/industry/gifting
GPS Tracking,1,https://startuplist.africa/industry/gps-tracking
Graphic Design,5,https://startuplist.africa/industry/graphic-design
Glasses,1,https://startuplist.africa/industry/glasses
Game Development,3,https://startuplist.africa/industry/game-development
Green Solutions,1,https://startuplist.africa/industry/green-solutions
Government Relations,1,https://startuplist.africa/industry/government-relations
Green Energy,5,https://startuplist.africa/industry/green-energy
Game publishing,1,https://startuplist.africa/industry/game-publishing
Gift Cards,1,https://startuplist.africa/industry/gift-cards
Group Buying,1,https://startuplist.africa/industry/group-buying
Games development,1,https://startuplist.africa/industry/games-development
Greenhouse,1,https://startuplist.africa/industry/greenhouse
Health Care,297,https://startuplist.africa/industry/health-care
Human Resources,54,https://startuplist.africa/industry/human-resources
Health Insurance,13,https://startuplist.africa/industry/health-insurance
Higher Education,7,https://startuplist.africa/industry/higher-education
Home Decor,6,https://startuplist.africa/industry/home-decor
Healthcare management,2,https://startuplist.africa/industry/healthcare-management
Human Resources Management,1,https://startuplist.africa/industry/human-resources-management
HR Tech,1,https://startuplist.africa/industry/hr-tech
Hydropower,1,https://startuplist.africa/industry/hydropower
HR Development,1,https://startuplist.africa/industry/hr-development
Hosting,1,https://startuplist.africa/industry/hosting
Health data solutions,1,https://startuplist.africa/industry/health-data-solutions
Health Startup Advisory,1,https://startuplist.africa/industry/health-startup-advisory
HealthCare,10,https://startuplist.africa/industry/healthcare
Handmade,1,https://startuplist.africa/industry/handmade
Hydroponics,1,https://startuplist.africa/industry/hydroponics
HRTech,0,https://startuplist.africa/industry/hrtech
Human Capital Consulting,1,https://startuplist.africa/industry/human-capital-consulting
Housekeeping,1,https://startuplist.africa/industry/housekeeping
Human Capital,1,https://startuplist.africa/industry/human-capital
Hardware,7,https://startuplist.africa/industry/hardware
Home Health Care,4,https://startuplist.africa/industry/home-health-care
Home Services,10,https://startuplist.africa/industry/home-services
Human Computer Interaction,1,https://startuplist.africa/industry/human-computer-interaction
HR,22,https://startuplist.africa/industry/hr
Hospital,9,https://startuplist.africa/industry/hospital
Health Tech,1,https://startuplist.africa/industry/health-tech
HealthTech,25,https://startuplist.africa/industry/healthtech
HMO,3,https://startuplist.africa/industry/hmo
Health,58,https://startuplist.africa/industry/health
Hospitality,24,https://startuplist.africa/industry/hospitality
Housing,3,https://startuplist.africa/industry/housing
Health Diagnostics,6,https://startuplist.africa/industry/health-diagnostics
HR Services,3,https://startuplist.africa/industry/hr-services
Healthcare,5,https://startuplist.africa/industry/healthcare
Home Improvement,3,https://startuplist.africa/industry/home-improvement
Hotel,2,https://startuplist.africa/industry/hotel
Horticulture,1,https://startuplist.africa/industry/horticulture
Home Care,1,https://startuplist.africa/industry/home-care
HR Management,2,https://startuplist.africa/industry/hr-management
Human Resource,6,https://startuplist.africa/industry/human-resource
Home Automation,1,https://startuplist.africa/industry/home-automation
Healthcare System,1,https://startuplist.africa/industry/healthcare-system
Healthcare IT,1,https://startuplist.africa/industry/healthcare-it
Human Resource Management,1,https://startuplist.africa/industry/human-resource-management
Handyman,2,https://startuplist.africa/industry/handyman
Health Records,1,https://startuplist.africa/industry/health-records
HR Consultation,1,https://startuplist.africa/industry/hr-consultation
Hand-Made,2,https://startuplist.africa/industry/hand-made
Hyperledger,1,https://startuplist.africa/industry/hyperledger
Healthcare Management,0,https://startuplist.africa/industry/healthcare-management
Hospitality Software,1,https://startuplist.africa/industry/hospitality-software
Heath Care,1,https://startuplist.africa/industry/heath-care
Healthcare Financial Inclusion,1,https://startuplist.africa/industry/healthcare-financial-inclusion
Human resources,0,https://startuplist.africa/industry/human-resources
Hospital Management,1,https://startuplist.africa/industry/hospital-management
Handcrafts,1,https://startuplist.africa/industry/handcrafts
Hospitals,2,https://startuplist.africa/industry/hospitals
Identity Management,7,https://startuplist.africa/industry/identity-management
Infrastructure,9,https://startuplist.africa/industry/infrastructure
Islam,1,https://startuplist.africa/industry/islam
International Trade and Development,1,https://startuplist.africa/industry/international-trade-and-development
Immersion Technology,1,https://startuplist.africa/industry/immersion-technology
IT,1,https://startuplist.africa/industry/it
Influencer marketing,1,https://startuplist.africa/industry/influencer-marketing
IT Consultancy,1,https://startuplist.africa/industry/it-consultancy
Investing Service,1,https://startuplist.africa/industry/investing-service
Industry Machinery,1,https://startuplist.africa/industry/industry-machinery
Invoice,1,https://startuplist.africa/industry/invoice
Information Technology,124,https://startuplist.africa/industry/information-technology
ICT Solutions,3,https://startuplist.africa/industry/ict-solutions
Interior Designs,4,https://startuplist.africa/industry/interior-designs
ICT Solutins,1,https://startuplist.africa/industry/ict-solutins
Internet,137,https://startuplist.africa/industry/internet
Insurance,67,https://startuplist.africa/industry/insurance
InsurTech,54,https://startuplist.africa/industry/insurtech
IoT,33,https://startuplist.africa/industry/iot
Investment Management,4,https://startuplist.africa/industry/investment-management
Internet of Things IoT,1,https://startuplist.africa/industry/internet-of-things-iot
Information Media,3,https://startuplist.africa/industry/information-media
Import and Export,1,https://startuplist.africa/industry/import-and-export
Internet,6,https://startuplist.africa/industry/internet
Identity Verification,1,https://startuplist.africa/industry/identity-verification
Investment,4,https://startuplist.africa/industry/investment
IT Services and IT Consulting,1,https://startuplist.africa/industry/it-services-and-it-consulting
Illustration,1,https://startuplist.africa/industry/illustration
Industrial Engineering,7,https://startuplist.africa/industry/industrial-engineering
Incubator,3,https://startuplist.africa/industry/incubator
ISP,2,https://startuplist.africa/industry/isp
Intrusion Detection,1,https://startuplist.africa/industry/intrusion-detection
Innovation Management,2,https://startuplist.africa/industry/innovation-management
Internet of Things,11,https://startuplist.africa/industry/internet-of-things
Information Services,16,https://startuplist.africa/industry/information-services
Industrial,7,https://startuplist.africa/industry/industrial
IT Solutions,8,https://startuplist.africa/industry/it-solutions
Information Technology & Services,171,https://startuplist.africa/industry/information-technology-services
IaaS,3,https://startuplist.africa/industry/iaas
Industrial Automation,4,https://startuplist.africa/industry/industrial-automation
Impact Investing,1,https://startuplist.africa/industry/impact-investing
Investing,3,https://startuplist.africa/industry/investing
Innovative Tech,1,https://startuplist.africa/industry/innovative-tech
Information Techology,1,https://startuplist.africa/industry/information-techology
Integrated Antenna,1,https://startuplist.africa/industry/integrated-antenna
Information Technology and Services,24,https://startuplist.africa/industry/information-technology-and-services
Insights,1,https://startuplist.africa/industry/insights
Information Technology Services,0,https://startuplist.africa/industry/information-technology-services
ICT,2,https://startuplist.africa/industry/ict
Infrastructure Management,1,https://startuplist.africa/industry/infrastructure-management
Internet Radio,1,https://startuplist.africa/industry/internet-radio
ICT Solution,1,https://startuplist.africa/industry/ict-solution
Information Technolgy,2,https://startuplist.africa/industry/information-technolgy
Internship Program,1,https://startuplist.africa/industry/internship-program
Individual & Family Services,2,https://startuplist.africa/industry/individual-family-services
Information Security Training,1,https://startuplist.africa/industry/information-security-training
Irrigation,1,https://startuplist.africa/industry/irrigation
Intelligent Systems,1,https://startuplist.africa/industry/intelligent-systems
Investments,3,https://startuplist.africa/industry/investments
Internet Hosting,2,https://startuplist.africa/industry/internet-hosting
Internet Services,2,https://startuplist.africa/industry/internet-services
Internet Service Provider,1,https://startuplist.africa/industry/internet-service-provider
IT Consulting,7,https://startuplist.africa/industry/it-consulting
IT Services,12,https://startuplist.africa/industry/it-services
Investment Banking,1,https://startuplist.africa/industry/investment-banking
Information,1,https://startuplist.africa/industry/information
Information Service,1,https://startuplist.africa/industry/information-service
Information and Internet,1,https://startuplist.africa/industry/information-and-internet
Information and Media,1,https://startuplist.africa/industry/information-and-media
Internet Publishing,1,https://startuplist.africa/industry/internet-publishing
Inclusive Learning,1,https://startuplist.africa/industry/inclusive-learning
Investment Advice,1,https://startuplist.africa/industry/investment-advice
Jewelry,3,https://startuplist.africa/industry/jewelry
Jobs,2,https://startuplist.africa/industry/jobs
Job Opportunities,1,https://startuplist.africa/industry/job-opportunities
Knowledge as a service (KaaS),0,https://startuplist.africa/industry/knowledge-as-a-service-kaas
KYC,14,https://startuplist.africa/industry/kyc
Knowledge Sharing,1,https://startuplist.africa/industry/knowledge-sharing
Law,2,https://startuplist.africa/industry/law
Legal,6,https://startuplist.africa/industry/legal
Local Business,2,https://startuplist.africa/industry/local-business
LMS,1,https://startuplist.africa/industry/lms
Logistics & Supply Chain Management,6,https://startuplist.africa/industry/logistics-supply-chain-management
Logistics,144,https://startuplist.africa/industry/logistics
LLM,1,https://startuplist.africa/industry/llm
Learning,1,https://startuplist.africa/industry/learning
Laundry Services,3,https://startuplist.africa/industry/laundry-services
Loan,1,https://startuplist.africa/industry/loan
Life Insurance,1,https://startuplist.africa/industry/life-insurance
Laboratory,0,https://startuplist.africa/industry/laboratory
Legal Education,1,https://startuplist.africa/industry/legal-education
Lead Generation,1,https://startuplist.africa/industry/lead-generation
Legal Services,9,https://startuplist.africa/industry/legal-services
Loans,16,https://startuplist.africa/industry/loans
Last-mile,2,https://startuplist.africa/industry/last-mile
Ledger,1,https://startuplist.africa/industry/ledger
Logistics,8,https://startuplist.africa/industry/logistics
Lending,28,https://startuplist.africa/industry/lending
Last mile,0,https://startuplist.africa/industry/last-mile
Loyalty Programs,4,https://startuplist.africa/industry/loyalty-programs
Livestock,5,https://startuplist.africa/industry/livestock
Last Mile Transportation,1,https://startuplist.africa/industry/last-mile-transportation
Leisure,12,https://startuplist.africa/industry/leisure
Lifestyle,10,https://startuplist.africa/industry/lifestyle
Local Based Services,1,https://startuplist.africa/industry/local-based-services
Lotteries,1,https://startuplist.africa/industry/lotteries
Life Science,1,https://startuplist.africa/industry/life-science
Laundry and Dry-cleaning,1,https://startuplist.africa/industry/laundry-and-dry-cleaning
Leasing,1,https://startuplist.africa/industry/leasing
Listings,1,https://startuplist.africa/industry/listings
Language Learning,2,https://startuplist.africa/industry/language-learning
LegalTech,12,https://startuplist.africa/industry/legaltech
Legal Tech,2,https://startuplist.africa/industry/legal-tech
Lightings,1,https://startuplist.africa/industry/lightings
Learning & Development,1,https://startuplist.africa/industry/learning-development
LED,1,https://startuplist.africa/industry/led
Logistics & Supply Chain,4,https://startuplist.africa/industry/logistics-supply-chain
Legal Documents Generation,1,https://startuplist.africa/industry/legal-documents-generation
Lending Solution,1,https://startuplist.africa/industry/lending-solution
Loyalty Management,1,https://startuplist.africa/industry/loyalty-management
Medical,45,https://startuplist.africa/industry/medical
Media and Entertainment,23,https://startuplist.africa/industry/media-and-entertainment
Mobility Tech,0,https://startuplist.africa/industry/mobility-tech
MedTech,131,https://startuplist.africa/industry/medtech
Machinery Manufacturing,4,https://startuplist.africa/industry/machinery-manufacturing
Mobile Apps,185,https://startuplist.africa/industry/mobile-apps
Media & Publicity,1,https://startuplist.africa/industry/media-publicity
Mobile Marketing,1,https://startuplist.africa/industry/mobile-marketing
Medical Consultations,1,https://startuplist.africa/industry/medical-consultations
Marketplace,169,https://startuplist.africa/industry/marketplace
Medical Device Supply,1,https://startuplist.africa/industry/medical-device-supply
Mobile Money,2,https://startuplist.africa/industry/mobile-money
Medical Translation,1,https://startuplist.africa/industry/medical-translation
Medical Interpreting,1,https://startuplist.africa/industry/medical-interpreting
Mini-grid,1,https://startuplist.africa/industry/mini-grid
Multichannel Analytics,1,https://startuplist.africa/industry/multichannel-analytics
Mobile Payment,4,https://startuplist.africa/industry/mobile-payment
MPOS,1,https://startuplist.africa/industry/mpos
Medical Health,2,https://startuplist.africa/industry/medical-health
MicroLending,3,https://startuplist.africa/industry/microlending
MicroLoans,1,https://startuplist.africa/industry/microloans
Medical Devices,2,https://startuplist.africa/industry/medical-devices
Mobile Banking,3,https://startuplist.africa/industry/mobile-banking
Mapping Services,2,https://startuplist.africa/industry/mapping-services
MobTech,4,https://startuplist.africa/industry/mobtech
Medical Device,13,https://startuplist.africa/industry/medical-device
MSMEs,5,https://startuplist.africa/industry/msmes
Migrations,1,https://startuplist.africa/industry/migrations
Medical Evacuation,1,https://startuplist.africa/industry/medical-evacuation
Micro-mobility,1,https://startuplist.africa/industry/micro-mobility
Management Consulting,3,https://startuplist.africa/industry/management-consulting
Mining,7,https://startuplist.africa/industry/mining
Marketing tech,1,https://startuplist.africa/industry/marketing-tech
Manufacturing,98,https://startuplist.africa/industry/manufacturing
Marketing,46,https://startuplist.africa/industry/marketing
Mobile Advertising,2,https://startuplist.africa/industry/mobile-advertising
MarketingTech,0,https://startuplist.africa/industry/marketingtech
Mechanics,1,https://startuplist.africa/industry/mechanics
Mobile Technology,1,https://startuplist.africa/industry/mobile-technology
Messaging,5,https://startuplist.africa/industry/messaging
Mechanical Engineering,1,https://startuplist.africa/industry/mechanical-engineering
Mobile Games,2,https://startuplist.africa/industry/mobile-games
Mechanical Systems,1,https://startuplist.africa/industry/mechanical-systems
Model United Nations,1,https://startuplist.africa/industry/model-united-nations
Medicine Delivery,1,https://startuplist.africa/industry/medicine-delivery
Marketplace,18,https://startuplist.africa/industry/marketplace
Mobile Payments,57,https://startuplist.africa/industry/mobile-payments
Music,14,https://startuplist.africa/industry/music
Music Streaming,4,https://startuplist.africa/industry/music-streaming
Money Manager,1,https://startuplist.africa/industry/money-manager
Mobile App Development,1,https://startuplist.africa/industry/mobile-app-development
Medication,1,https://startuplist.africa/industry/medication
Market Research,5,https://startuplist.africa/industry/market-research
Mobility,21,https://startuplist.africa/industry/mobility
Machine Learning,42,https://startuplist.africa/industry/machine-learning
Mechanical Design,1,https://startuplist.africa/industry/mechanical-design
MHealth,5,https://startuplist.africa/industry/mhealth
Medical Imaging,2,https://startuplist.africa/industry/medical-imaging
Marketing Automation,2,https://startuplist.africa/industry/marketing-automation
Mobile App,58,https://startuplist.africa/industry/mobile-app
Mobile,25,https://startuplist.africa/industry/mobile
Media,3,https://startuplist.africa/industry/media
Machinery,1,https://startuplist.africa/industry/machinery
Mineral,2,https://startuplist.africa/industry/mineral
Marketing Tech,0,https://startuplist.africa/industry/marketing-tech
Mortgage,2,https://startuplist.africa/industry/mortgage
Media & Entertainment,2,https://startuplist.africa/industry/media-entertainment
MaaS,35,https://startuplist.africa/industry/maas
Mental Awareness,1,https://startuplist.africa/industry/mental-awareness
Marine Technology,2,https://startuplist.africa/industry/marine-technology
Marine Transportation,1,https://startuplist.africa/industry/marine-transportation
Micro credit,1,https://startuplist.africa/industry/micro-credit
Maintenance Management,1,https://startuplist.africa/industry/maintenance-management
Mining Technology,1,https://startuplist.africa/industry/mining-technology
Medical Insurance,3,https://startuplist.africa/industry/medical-insurance
MobiTech,1,https://startuplist.africa/industry/mobitech
Micro-investment,1,https://startuplist.africa/industry/micro-investment
Microfinance,2,https://startuplist.africa/industry/microfinance
Micro Lending,2,https://startuplist.africa/industry/micro-lending
Management,1,https://startuplist.africa/industry/management
Marketing & Advertising,2,https://startuplist.africa/industry/marketing-advertising
Mass Communication,1,https://startuplist.africa/industry/mass-communication
Medical Tourism,1,https://startuplist.africa/industry/medical-tourism
Motor Repair,1,https://startuplist.africa/industry/motor-repair
Medical Wearable,1,https://startuplist.africa/industry/medical-wearable
Mobile Wallet,1,https://startuplist.africa/industry/mobile-wallet
Mental Health Care,5,https://startuplist.africa/industry/mental-health-care
Media Data Sharing,1,https://startuplist.africa/industry/media-data-sharing
Mechanical Design (CAD),1,https://startuplist.africa/industry/mechanical-design-cad
Mobile Apps services,1,https://startuplist.africa/industry/mobile-apps-services
Maritime,1,https://startuplist.africa/industry/maritime
Mobile Application Development,1,https://startuplist.africa/industry/mobile-application-development
MOOC,1,https://startuplist.africa/industry/mooc
Media Production,4,https://startuplist.africa/industry/media-production
Music publishing,1,https://startuplist.africa/industry/music-publishing
MENA,1,https://startuplist.africa/industry/mena
MSME,2,https://startuplist.africa/industry/msme
Metaverse,3,https://startuplist.africa/industry/metaverse
Machine learning,0,https://startuplist.africa/industry/machine-learning
Manufacturin,1,https://startuplist.africa/industry/manufacturin
Market Automation,1,https://startuplist.africa/industry/market-automation
Motor Vehicle Manufacturing,3,https://startuplist.africa/industry/motor-vehicle-manufacturing
Medical Equipment Manufacturing,2,https://startuplist.africa/industry/medical-equipment-manufacturing
Mobile Services,2,https://startuplist.africa/industry/mobile-services
Mutual Funds,1,https://startuplist.africa/industry/mutual-funds
Mechanic,1,https://startuplist.africa/industry/mechanic
Medicines,1,https://startuplist.africa/industry/medicines
Maternity,1,https://startuplist.africa/industry/maternity
Mental Health,1,https://startuplist.africa/industry/mental-health
Mobility as a Service,2,https://startuplist.africa/industry/mobility-as-a-service
Network Hardware,3,https://startuplist.africa/industry/network-hardware
Nature Reservation,1,https://startuplist.africa/industry/nature-reservation
News,10,https://startuplist.africa/industry/news
NFC,1,https://startuplist.africa/industry/nfc
Nutrition,6,https://startuplist.africa/industry/nutrition
Natural Resources,1,https://startuplist.africa/industry/natural-resources
Next-generation utility,1,https://startuplist.africa/industry/next-generation-utility
Natural Language Processing,2,https://startuplist.africa/industry/natural-language-processing
Non Profit,4,https://startuplist.africa/industry/non-profit
Networking,2,https://startuplist.africa/industry/networking
Non-Profit,0,https://startuplist.africa/industry/non-profit
Neobank,9,https://startuplist.africa/industry/neobank
NeoBank,0,https://startuplist.africa/industry/neobank
NeoBanking,6,https://startuplist.africa/industry/neobanking
News and TV,1,https://startuplist.africa/industry/news-and-tv
NFT,6,https://startuplist.africa/industry/nft
Neobanks,5,https://startuplist.africa/industry/neobanks
Neobanking,0,https://startuplist.africa/industry/neobanking
Neo Banking,3,https://startuplist.africa/industry/neo-banking
Neo-Bank,1,https://startuplist.africa/industry/neo-bank
Oil Extraction,1,https://startuplist.africa/industry/oil-extraction
Organizational Change Management,1,https://startuplist.africa/industry/organizational-change-management
Online Audio and Video Media,2,https://startuplist.africa/industry/online-audio-and-video-media
Off-Grid Solar Energy,1,https://startuplist.africa/industry/off-grid-solar-energy
Organic Fertilizer,1,https://startuplist.africa/industry/organic-fertilizer
Open Talent Economy,1,https://startuplist.africa/industry/open-talent-economy
Open Source Solutions,1,https://startuplist.africa/industry/open-source-solutions
Organization Development,1,https://startuplist.africa/industry/organization-development
OffGrid,1,https://startuplist.africa/industry/offgrid
Online Classifieds,1,https://startuplist.africa/industry/online-classifieds
On Demand Salary,1,https://startuplist.africa/industry/on-demand-salary
On-Demand Expertise,1,https://startuplist.africa/industry/on-demand-expertise
Organic Food,6,https://startuplist.africa/industry/organic-food
Open Data,1,https://startuplist.africa/industry/open-data
Online Marketplaces,1,https://startuplist.africa/industry/online-marketplaces
Online Pharmacy,1,https://startuplist.africa/industry/online-pharmacy
Organic,1,https://startuplist.africa/industry/organic
Online Education,1,https://startuplist.africa/industry/online-education
Online Auctions,2,https://startuplist.africa/industry/online-auctions
Online Portals,8,https://startuplist.africa/industry/online-portals
Optimization,1,https://startuplist.africa/industry/optimization
Organic food,0,https://startuplist.africa/industry/organic-food
On-demand,5,https://startuplist.africa/industry/on-demand
Off-Grid Solar,0,https://startuplist.africa/industry/off-grid-solar
Outsourcing,9,https://startuplist.africa/industry/outsourcing
Online Media,11,https://startuplist.africa/industry/online-media
Online Games,7,https://startuplist.africa/industry/online-games
Oil and Gas,10,https://startuplist.africa/industry/oil-and-gas
Online Therapy,1,https://startuplist.africa/industry/online-therapy
Outdoor,1,https://startuplist.africa/industry/outdoor
OTT,1,https://startuplist.africa/industry/ott
Off-Grid,4,https://startuplist.africa/industry/off-grid
Online publishing,1,https://startuplist.africa/industry/online-publishing
Online Payments,1,https://startuplist.africa/industry/online-payments
Open Source,2,https://startuplist.africa/industry/open-source
Outdoor Advertising,1,https://startuplist.africa/industry/outdoor-advertising
On-Demand,0,https://startuplist.africa/industry/on-demand
On-Demand Delivery,4,https://startuplist.africa/industry/on-demand-delivery
One to One,1,https://startuplist.africa/industry/one-to-one
OTO,1,https://startuplist.africa/industry/oto
OSINT,1,https://startuplist.africa/industry/osint
On-Demand Warehousing,1,https://startuplist.africa/industry/on-demand-warehousing
Order-Fulfillment Services,1,https://startuplist.africa/industry/order-fulfillment-services
Online Notary,1,https://startuplist.africa/industry/online-notary
Online Advertising,1,https://startuplist.africa/industry/online-advertising
Optics,1,https://startuplist.africa/industry/optics
